QKEY,INTERVIEW_START_W149,INTERVIEW_END_W149,DEVICE_TYPE_W149,SVYMODE_W149,LANG_W149,FORM_W149,X_KIDS1,X_KIDS2,SATIS_W149,POL1JB_W149,POL1JBSTR_W149,CAMPNII_W149,PRZCMPGN_W149,MATTERS_W149,VOTEGEN24_W149,VOTEGEN24_LEAN_W149,VOTEGEN2_TRUMP_W149,VOTEGEN2_BIDEN_W149,VOTEGEN2_KENNEDY_W149,VOTESTRONG_W149,VOTEGEN24_TWO_W149,SATISPRESCAND_W149,EMTPRESTRUMP_W149,EMTPRESBIDEN_W149,CMPGNTRAIT_PROUD_W149,CMPGNTRAIT_NEG_W149,CMPGNTRAIT_POLCY_W149,ELECT_CONF_A_W149,ELECT_CONF_B_W149,TRUMPISSUE1_W149,TRUMPISSUE2_W149,BIDENISSUE1_W149,BIDENISSUE2_W149,INSTFAV_CONG_W149,INSTFAV_COURT_W149,INSTFAV_REP_W149,INSTFAV_DEM_W149,DTCONF_FRGN_W149,DTCONF_SCT_W149,DTCONF_WRK_W149,DTCONF_ECON_W149,DTCONF_IMMI_W149,DTCONF_ABCN_W149,JBCONF_FRGN_W149,JBCONF_SCT_W149,JBCONF_WRK_W149,JBCONF_ECON_W149,JBCONF_IMMI_W149,JBCONF_ABCN_W149,TRUMPDESC_HNST_W149,TRUMPDESC_ORD_W149,TRUMPDESC_MNSHRP_W149,TRUMPDESC_MEAN_W149,TRUMPDESC_EMB_W149,BIDENDESC_HNST_W149,BIDENDESC_ORD_W149,BIDENDESC_MNSHRP_W149,BIDENDESC_MEAN_W149,BIDENDESC_EMB_W149,FREETRADEUS_W149,AGNCYFAV_FBI_W149,AGNCYFAV_CIA_W149,AGNCYFAV_CDC_W149,AGNCYFAV_SSA_W149,AGNCYFAV_FED_W149,AGNCYFAV_NPS_W149,AGNCYFAV_ED_W149,AGNCYFAV_TRANS_W149,AGNCYFAV_JSTCE_W149,AGNCYFAV_IRS_W149,AGNCYFAV_EPA_W149,AGNCYFAV_NASA_W149,AGNCYFAV_VA_W149,AGNCYFAV_USPS_W149,AGNCYFAV_HHS_W149,AGNCYFAV_HMLND_W149,BILLION_W149,COURTIDEO_W149,COURTPOWER_W149,SCOTUS_PRTSN_W149,SCOTUS_JOB_W149,JB_FP_CH_W149,JB_FP_ISHM_W149,JB_FP_ENR_W149,JB_FP_WRK_W149,JB_FP_NK_W149,JB_FP_IRN_W149,JB_FP_UKR_W149,DT_FP_CH_W149,DT_FP_ISHM_W149,DT_FP_ENR_W149,DT_FP_WRK_W149,DT_FP_NK_W149,DT_FP_IRN_W149,DT_FP_UKR_W149,UKRFOL_W149,UKR_SPRT_W149,RU_UKN_THRT2_W149,USUK_RESP_W149,UA_APPDIS_SANC_W149,UA_APPDIS_MIL_W149,UA_APPDIS_STRIK_W149,UA_CONC_WARRS_W149,UA_CONC_DFT_W149,UA_CONC_MREYR_W149,UA_CONC_INVD_W149,UA_PROG_W149,DEMCARE_W149,DEMEARN_W149,REPCARE_W149,REPEARN_W149,ISGZ_FOL_W149,BIDEN_FAVORISRPAL_W149,TRUMP_FAVORISRPAL_W149,PF_HAPPEN_MED_W149,PF_HAPPEN_HOU_W149,PF_HAPPEN_LOSE_W149,PF_HAPPEN_RAISE_W149,PF_HAPPEN_SAVE_W149,PF_HAPPEN_FOOD_W149,PF_HAPPEN_CHILD_W149,VOTE_MOTIV_W149,VOTEHOW_W149,RPLC_W149,LIVSTAN_W149,LIVSTAN2_W149,HORSE_W149,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTENDPER,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSTR_FINAL,F_PARTYLNCLOSE_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W149
201501657580,02-Jul-2024 18:43:29,02-Jul-2024 18:54:32,1,1,9,1,2,1,2,2,1,,3,3,3,,,,2,2,2,4,,,2,1,2,3,2,4,3,4,3,3,3,2,3,3,4,4,3,3,3,3,3,3,4,3,4,,,,,,,,,,,2,2,2,2,3,2,2,4,3,,,,,,,,,3,3,,2,5,4,4,4,4,,,,4,3,3,3,,,,5,3,4,2,5,5,5,,,,,6,5,5,4,4,5,2,4,2,2,2,2,2,2,2,1,3,1,5,5,3,1,4,9,2,3,2,2,3,2,,1,1,1,1,3,12,,3,6,3,1,,3,1,1,1,2,2,2,2,1,0.7364670590870595
201501657854,05-Jul-2024 16:20:21,05-Jul-2024 16:45:01,3,1,9,1,2,1,2,1,2,,1,1,4,2,,,,,,4,,,2,1,2,2,2,4,3,3,1,4,4,4,99,4,4,4,4,4,4,2,2,2,1,3,1,,,,,,,,,,,99,1,1,1,5,1,1,4,1,,,,,,,,,2,1,,2,4,2,2,1,2,,,,4,4,4,4,,,,3,2,1,1,1,1,1,,,,,3,4,4,5,5,3,3,4,2,2,2,2,2,2,2,1,2,1,2,4,2,1,3,5,2,4,2,2,4,1,6,1,4,3,1,1,1,2,1,5,3,99,,,9,9,1,99,3,4,2,99,1.1648971531182184
201501657917,03-Jul-2024 12:05:10,03-Jul-2024 12:15:02,3,1,9,1,2,1,2,2,1,,1,1,1,,1,,,2,,4,,,2,1,2,3,1,3,3,4,3,4,2,2,4,1,2,3,1,1,2,4,4,4,4,4,4,,,,,,,,,,,1,4,4,4,2,4,1,4,4,,,,,,,,,1,1,,2,4,4,4,4,4,,,,1,1,1,2,,,,1,2,1,1,1,1,1,,,,,1,4,4,4,4,1,2,3,1,2,2,2,2,2,2,1,1,1,2,5,1,1,3,7,3,4,1,2,3,2,,1,1,1,1,1,1,2,1,3,3,1,,4,1,1,1,6,2,2,1,2,0.4560143532104319
201501658068,03-Jul-2024  08:59:52,03-Jul-2024  09:19:23,1,1,9,2,2,1,2,2,2,3,,2,4,4,,,,,2,,4,3,2,1,2,4,2,4,3,3,2,3,3,3,3,,,,,,,,,,,,,4,4,4,1,1,3,2,3,3,2,99,,,,,,,,,5,2,2,2,2,4,5,5,3,,1,2,5,,,,,3,3,3,,,,,4,4,4,5,4,4,1,,,,2,3,4,2,3,5,5,5,5,5,4,4,2,2,2,2,1,2,2,5,1,1,2,2,4,2,2,3,2,3,2,3,2,2,,1,1,1,1,1,1,2,1,3,2,,2,,2,3,1,2,3,2,2,2,0.717978998935845
201501658192,02-Jul-2024 18:36:56,02-Jul-2024 18:47:56,1,1,9,2,2,2,2,2,1,1,,4,4,4,,,,,2,,4,3,2,1,2,4,4,4,3,3,1,3,4,4,3,,,,,,,,,,,,,4,4,4,1,1,3,2,3,3,2,2,,,,,,,,,2,2,1,1,2,1,1,2,2,,1,2,4,,,,,2,2,2,,,,,4,4,4,5,2,1,1,,,,1,1,1,1,4,4,4,5,5,4,1,1,2,2,1,1,1,2,2,5,3,1,1,,4,1,4,9,1,2,1,2,3,1,7,1,1,3,1,6,2,2,2,5,4,2,,4,2,4,1,9,5,5,2,3,2.8934454169854855
201501658291,02-Jul-2024 18:37:37,03-Jul-2024 14:01:42,3,1,9,2,2,1,1,2,1,2,,2,1,,2,,,2,,,99,3,2,2,2,1,1,3,3,3,3,3,3,4,4,,,,,,,,,,,,,4,4,3,1,1,3,4,4,4,3,1,,,,,,,,,3,3,2,1,4,4,3,2,3,,3,2,3,,,,,4,3,4,,,,,3,2,2,3,1,1,2,,,,3,2,1,3,5,5,5,5,5,3,1,4,2,2,2,1,1,2,2,1,2,1,3,1,1,1,3,6,2,3,2,1,6,2,,1,1,1,1,1,1,1,1,1,1,,2,,1,2,1,99,3,1,2,99,0.6154109705336708
201501658455,04-Jul-2024 12:21:04,04-Jul-2024 12:27:21,1,1,9,1,1,2,2,2,2,,2,2,2,,,1,,2,,4,,,2,1,2,3,3,4,3,2,2,3,4,4,3,4,4,4,3,4,4,3,2,2,2,3,2,,,,,,,,,,,1,2,2,2,2,2,1,3,2,,,,,,,,,2,1,,2,4,2,3,3,2,,,,3,3,4,3,,,,5,1,2,2,2,4,4,,,,,4,4,4,4,4,5,1,1,1,1,2,2,2,2,1,1,3,1,4,4,2,1,4,9,2,2,1,1,6,2,,1,1,1,1,1,12,,3,6,2,,2,,2,4,1,9,4,2,1,2,0.4787137720181428
201501659606,03-Jul-2024 14:46:30,03-Jul-2024 20:20:47,1,1,9,2,1,1,2,2,2,2,,4,,3,,,,,2,,2,3,2,1,1,2,2,3,1,4,2,2,1,2,1,,,,,,,,,,,,,3,3,2,1,2,2,1,3,1,3,1,,,,,,,,,5,5,5,5,5,5,5,5,3,,3,2,5,,,,,4,2,4,,,,,99,99,99,5,4,4,2,,,,5,5,5,5,6,3,2,3,2,5,4,3,1,1,2,2,2,1,2,,,,2,3,,1,2,3,2,3,2,3,2,2,,99,2,2,99,3,1,,1,5,2,,1,,2,3,3,1,1,2,2,1,0.9300865037412037
201501660632,02-Jul-2024 18:29:37,02-Jul-2024 18:41:42,1,1,9,1,1,2,2,2,1,,1,1,1,,1,,,2,,2,,,2,1,1,3,1,2,2,4,3,2,1,1,4,2,1,3,1,1,1,4,4,4,4,4,4,,,,,,,,,,,2,3,4,4,3,3,2,4,3,,,,,,,,,1,1,,2,1,4,4,4,4,,,,1,1,1,2,,,,1,1,1,1,1,1,1,,,,,3,5,5,3,3,1,2,3,2,2,2,1,2,2,2,1,2,4,4,3,1,1,2,3,2,2,1,2,4,1,6,1,4,3,1,1,1,1,1,3,1,,1,,1,1,1,9,2,2,1,2,1.3728820161965458
201501660822,06-Jul-2024 15:24:13,06-Jul-2024 15:35:16,3,1,9,1,2,1,2,2,1,,2,1,1,,2,,,2,,4,,,2,1,2,2,3,2,2,4,3,3,2,2,3,2,2,3,1,2,2,3,3,3,3,3,3,,,,,,,,,,,99,2,2,2,2,2,2,2,2,,,,,,,,,1,2,,2,3,3,3,3,3,,,,2,2,2,2,,,,4,3,1,2,2,2,2,,,,,4,4,5,4,5,5,4,4,2,2,2,2,1,2,2,1,1,1,3,1,1,1,3,5,2,4,2,2,4,2,,1,1,1,1,1,1,1,1,3,1,,1,,1,1,1,7,2,1,2,2,0.5625195033660215
201501661283,02-Jul-2024 18:37:47,02-Jul-2024 19:29:53,1,1,9,2,2,2,2,2,1,1,,1,3,,,,2,2,1,,2,4,2,1,2,2,1,2,2,4,3,3,2,2,4,,,,,,,,,,,,,2,1,2,2,4,3,3,4,2,1,2,,,,,,,,,4,2,2,1,2,2,3,2,3,,3,2,2,,,,,99,4,3,,,,,99,1,3,3,3,1,1,,,,3,2,2,2,3,5,5,3,2,2,2,3,2,2,2,1,1,2,2,1,1,1,1,,3,1,1,2,2,4,1,1,6,1,2,1,1,3,1,1,1,2,1,6,3,1,,2,1,1,1,9,2,2,2,3,0.5619380894043412
201501661453,02-Jul-2024 18:51:52,02-Jul-2024 19:06:25,3,1,9,1,2,1,1,1,1,,2,1,2,,,1,,1,,3,,,2,1,2,1,2,4,3,2,1,3,4,3,2,4,4,4,4,4,4,1,1,2,1,2,1,,,,,,,,,,,1,2,2,2,2,3,1,2,2,,,,,,,,,2,1,,2,4,1,2,2,1,,,,4,4,4,4,,,,3,2,1,1,1,1,3,,,,,3,2,2,5,5,3,3,1,2,2,2,2,1,2,2,1,1,2,2,2,2,1,3,5,2,4,1,1,5,2,,1,1,1,1,1,5,,4,4,2,,1,,2,4,1,6,4,2,1,2,0.23991571655303898
201501664260,03-Jul-2024  01:12:39,04-Jul-2024  09:09:53,1,1,9,2,1,2,2,2,2,2,,1,1,,2,,,2,,,3,3,2,1,2,2,2,2,3,3,2,3,2,3,3,,,,,,,,,,,,,4,3,2,1,1,3,2,4,3,2,1,,,,,,,,,5,3,5,2,5,2,5,5,1,,3,2,3,,,,,2,3,2,,,,,2,2,2,3,3,2,2,,,,3,3,4,4,6,3,4,3,4,3,2,4,2,2,2,2,1,2,2,3,1,1,1,3,1,1,4,8,2,2,2,1,5,2,,1,1,1,1,1,1,1,1,2,1,,2,,1,1,1,9,1,2,1,2,0.7605267076144117
201501667434,02-Jul-2024 18:38:48,02-Jul-2024 19:07:29,1,1,9,2,2,2,2,2,1,3,,1,1,,1,,,1,,,2,3,2,1,1,3,2,2,2,4,3,3,3,3,3,,,,,,,,,,,,,2,1,2,2,4,4,4,4,3,1,1,,,,,,,,,3,4,2,2,2,2,3,3,3,,3,2,2,,,,,4,4,4,,,,,1,1,1,5,1,1,2,,,,2,2,1,2,6,3,5,3,5,5,4,4,2,1,1,2,2,2,2,1,1,1,5,,1,1,1,2,2,2,2,3,2,2,,1,1,1,1,6,12,,3,6,3,1,,3,1,2,1,8,3,2,1,2,0.8194589199215913
201501672680,06-Jul-2024 13:32:49,06-Jul-2024 13:44:46,1,1,9,1,2,2,2,2,1,,3,3,1,,1,,,1,,3,,,2,1,1,2,2,2,2,4,3,3,3,2,3,1,1,1,1,1,2,3,3,3,3,3,3,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,1,1,,1,,4,4,4,4,,,,1,1,1,1,,,,5,4,4,2,5,5,5,,,,,5,4,4,3,3,3,4,4,2,2,2,1,1,2,2,4,4,3,6,,1,1,1,1,2,2,2,1,5,2,,1,1,1,1,1,1,1,1,2,1,,1,,1,1,1,6,2,1,1,2,0.49843378072883165
201501675023,03-Jul-2024 17:40:54,03-Jul-2024 17:59:14,1,1,9,1,2,1,2,2,2,,1,1,1,,1,,,1,,1,,,1,2,1,2,1,2,1,4,3,3,1,2,4,1,1,2,1,1,1,4,4,4,4,4,4,,,,,,,,,,,2,4,4,4,4,4,4,4,4,,,,,,,,,3,2,,2,2,3,3,3,99,,,,1,1,1,1,,,,2,1,3,2,5,4,4,,,,,4,5,5,2,3,2,2,3,1,1,2,2,2,1,2,1,1,3,3,3,1,1,3,7,3,4,2,2,3,2,,1,1,1,1,5,1,2,1,3,3,1,,3,1,2,1,5,3,1,1,2,0.3665061060148303
201501675331,04-Jul-2024  07:51:55,04-Jul-2024 10:07:24,3,1,9,2,2,2,2,1,1,3,,1,2,,,1,,2,,,4,2,2,1,2,2,2,3,3,4,1,3,4,4,2,,,,,,,,,,,,,4,4,4,1,1,1,1,3,4,4,1,,,,,,,,,3,2,1,1,2,2,1,2,2,,1,2,4,,,,,1,1,1,,,,,4,4,4,5,2,2,1,,,,3,2,2,1,4,2,2,5,5,5,1,1,1,2,2,2,1,2,2,2,2,1,4,,2,1,3,7,2,2,1,1,5,2,,3,2,2,4,1,1,2,1,4,3,2,,4,2,4,1,9,5,1,2,3,0.8316424543969159
201501675405,02-Jul-2024 19:25:28,02-Jul-2024 19:48:48,3,1,9,2,2,1,2,2,2,3,,1,4,3,,,,,99,,3,3,2,1,2,4,4,3,2,3,2,4,4,4,4,,,,,,,,,,,,,4,4,2,1,1,3,3,4,2,1,2,,,,,,,,,4,2,2,5,5,1,4,4,3,,1,1,,,,,,3,3,3,,,,,3,3,3,4,1,1,1,,,,3,3,3,2,4,5,5,5,5,2,4,4,2,1,1,2,2,2,2,5,4,1,1,1,3,1,3,5,2,3,2,3,2,2,,1,2,2,1,3,1,1,1,3,3,99,,,9,9,1,1,99,2,2,1,1.588020116946976
201501675438,02-Jul-2024 18:37:42,03-Jul-2024 13:49:41,1,1,9,2,1,2,2,1,2,1,,1,2,,,1,,2,,,4,2,2,1,2,1,1,4,3,2,2,3,3,3,2,,,,,,,,,,,,,4,4,3,1,1,3,2,3,3,2,1,,,,,,,,,2,2,1,2,2,3,2,2,1,,3,2,3,,,,,2,2,2,,,,,3,3,4,2,2,1,1,,,,3,1,3,2,3,3,3,3,4,2,1,4,2,2,2,2,1,2,2,1,1,1,3,4,2,1,1,2,3,2,1,1,6,2,,1,1,1,1,1,9,,3,6,2,,1,,2,4,1,9,4,1,2,3,0.5885581975835376
201501675454,03-Jul-2024 11:40:33,04-Jul-2024 19:40:51,3,1,9,2,2,1,99,1,2,1,,1,2,,,1,,2,,,3,2,2,2,2,1,2,4,3,2,1,3,3,3,2,,,,,,,,,,,,,4,4,3,1,1,1,1,2,4,3,1,,,,,,,,,2,5,5,2,5,3,5,2,3,,1,2,3,,,,,2,2,2,,,,,4,4,4,3,3,4,1,,,,4,2,3,2,3,3,3,4,4,4,4,4,2,99,99,2,1,2,99,1,1,1,1,7,2,1,1,2,2,4,2,3,2,2,,1,1,1,1,3,12,,3,6,3,2,,3,2,3,1,99,3,2,2,99,1.1425562392783934
201501675794,03-Jul-2024  06:38:15,03-Jul-2024  06:52:34,1,1,9,1,2,1,2,1,2,,1,1,4,2,,,,,,4,,,2,1,1,2,2,3,3,2,2,3,3,3,3,3,4,4,3,3,4,3,2,2,2,3,2,,,,,,,,,,,1,2,2,2,5,5,1,5,5,,,,,,,,,3,1,,2,4,2,2,2,2,,,,3,3,4,4,,,,2,3,1,1,1,2,2,,,,,3,3,3,2,3,2,3,4,2,2,2,1,2,2,2,3,2,1,3,4,2,1,3,7,2,3,1,1,6,2,,1,1,1,1,1,10,,3,5,3,2,,3,2,3,1,9,3,2,2,3,0.7480483377946785
201501676042,02-Jul-2024 18:37:45,02-Jul-2024 22:21:20,1,1,9,1,2,1,2,2,1,,1,2,1,,1,,,1,,3,,,2,1,2,2,2,1,1,4,99,3,2,2,3,1,2,2,2,1,1,3,3,3,3,4,3,,,,,,,,,,,1,3,4,2,2,4,2,2,3,,,,,,,,,3,2,,2,2,3,3,3,3,,,,2,1,1,2,,,,2,1,2,1,3,2,3,,,,,5,3,4,3,3,2,3,3,2,2,2,2,1,2,2,2,1,4,3,4,1,1,3,5,3,4,1,1,6,2,,1,1,1,1,1,1,1,1,5,3,1,,3,1,1,1,7,2,1,2,2,0.4415431410805692
201501676210,02-Jul-2024 18:48:19,02-Jul-2024 18:59:04,1,1,9,1,1,1,2,2,1,,1,1,1,,1,,,1,,2,,,2,1,2,3,1,2,1,4,3,3,2,2,4,1,1,2,1,1,1,4,4,3,4,4,4,,,,,,,,,,,2,3,3,3,5,5,2,3,3,,,,,,,,,1,1,,2,2,4,4,4,4,,,,1,99,2,1,,,,4,1,4,2,1,3,4,,,,,4,5,2,3,2,4,2,1,2,1,2,1,2,2,1,1,1,4,2,4,1,1,3,5,3,2,2,2,4,2,,1,1,1,1,2,1,2,1,6,1,,1,,1,1,1,9,2,1,1,2,0.6788938608603187
201501676243,02-Jul-2024 18:37:44,06-Jul-2024 15:48:23,1,1,9,2,1,2,2,2,1,4,,4,3,,,,1,2,1,,3,3,2,2,2,3,4,2,3,4,2,99,99,99,99,,,,,,,,,,,,,4,4,2,1,1,3,3,4,3,1,1,,,,,,,,,2,4,2,5,3,1,2,3,3,,3,2,2,,,,,4,4,4,,,,,3,2,3,5,4,4,99,,,,4,5,5,3,6,5,5,3,5,99,99,4,2,2,2,1,2,2,2,4,2,3,3,5,3,1,3,5,2,2,2,2,3,2,,1,2,2,1,1,1,1,1,5,3,1,,3,1,2,1,5,3,1,2,2,0.37640526566043786
201501676648,02-Jul-2024 18:37:45,02-Jul-2024 19:29:32,1,1,9,2,2,2,2,1,2,2,,1,,,,1,,2,,,3,2,2,1,2,2,2,4,3,2,2,3,4,4,2,,,,,,,,,,,,,4,4,3,1,1,2,2,3,4,3,2,,,,,,,,,3,1,1,2,2,1,2,1,2,,1,2,4,,,,,1,2,1,,,,,4,4,4,2,3,1,1,,,,4,1,3,2,3,3,3,5,5,3,3,1,2,2,2,1,1,2,2,,,,4,,,1,1,1,1,1,1,1,6,2,,1,1,1,1,6,10,,3,6,3,2,,3,2,4,2,9,4,1,2,3,1.1207531245125295
201501676768,06-Jul-2024 20:45:23,06-Jul-2024 20:56:19,1,1,9,2,1,2,2,2,1,1,,1,1,,1,,,1,,,2,3,2,1,2,4,2,2,1,4,3,2,3,2,3,,,,,,,,,,,,,2,1,2,3,3,3,2,4,3,1,1,,,,,,,,,2,4,2,2,2,1,3,2,2,,1,2,3,,,,,4,3,4,,,,,1,1,2,3,1,4,2,,,,1,4,3,5,4,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,3,3,4,4,1,1,4,9,2,2,2,1,5,2,,1,4,4,1,1,1,1,1,1,1,,2,,1,1,1,8,2,1,1,2,0.5226296132911256
201501676853,02-Jul-2024 18:42:38,02-Jul-2024 18:57:46,3,1,9,1,2,2,2,1,2,,1,1,2,,,1,,1,,3,,,2,1,2,1,3,4,3,2,1,4,4,4,2,4,4,4,4,4,4,2,1,1,1,1,1,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,,,,,2,1,,2,4,1,3,1,1,,,,4,4,4,4,,,,3,3,1,1,1,1,1,,,,,2,3,3,5,5,3,1,1,2,2,2,1,1,2,2,1,2,1,1,,2,1,2,3,1,3,1,1,6,2,,1,1,1,1,6,1,2,1,4,2,,1,,2,4,1,8,4,1,1,3,0.3672531739504214
201501676991,02-Jul-2024 18:37:44,06-Jul-2024 23:25:56,3,1,9,1,2,2,2,2,1,,3,3,,3,,,,,2,4,,,2,1,2,2,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,,,,,,,,,,,1,4,4,2,3,3,1,3,4,,,,,,,,,2,1,,2,4,4,4,4,4,,,,3,4,4,4,,,,3,2,2,2,3,1,1,,,,,3,5,3,5,3,3,1,1,2,2,2,2,2,2,2,,,,4,,,1,4,8,2,2,1,1,5,2,,1,1,1,1,3,10,,3,6,3,2,,5,2,3,2,7,3,1,2,3,0.825945249525349
201501677098,04-Jul-2024  08:06:44,05-Jul-2024 18:46:52,1,1,9,1,1,2,2,1,2,,1,1,2,,,1,,2,,4,,,2,1,2,1,1,3,3,2,2,4,3,3,2,4,4,4,4,4,4,1,1,3,1,2,1,,,,,,,,,,,1,3,3,2,2,3,1,4,2,,,,,,,,,2,1,,2,4,2,2,2,1,,,,4,4,4,4,,,,3,3,1,1,2,1,2,,,,,4,2,3,4,5,3,1,1,2,2,2,2,2,2,2,1,2,1,4,2,2,2,3,7,3,2,1,2,3,2,,1,1,1,1,1,11,,4,4,3,2,,3,2,4,1,2,4,1,2,1,0.9964608923845212
201501677127,03-Jul-2024 15:56:24,03-Jul-2024 16:06:17,3,1,9,2,1,2,2,1,1,1,,1,2,,,1,,1,,,3,2,2,1,2,1,2,3,3,3,1,3,4,4,2,,,,,,,,,,,,,4,4,3,1,1,2,1,2,4,2,1,,,,,,,,,2,3,2,1,3,1,1,2,3,,1,2,4,,,,,1,1,2,,,,,3,3,4,3,2,1,1,,,,4,4,3,2,3,2,4,5,2,3,3,1,2,2,2,1,1,2,2,1,1,2,2,3,2,1,3,6,2,2,1,1,6,2,,1,1,1,1,1,1,1,1,1,1,,2,,1,2,1,9,3,1,1,2,0.45607483764818474
201501677157,02-Jul-2024 22:26:37,02-Jul-2024 22:35:02,3,1,9,1,2,2,2,2,1,,1,4,4,3,,,,,1,4,,,2,1,2,4,4,3,3,4,3,4,2,4,4,3,2,4,2,2,4,3,3,4,4,4,4,,,,,,,,,,,2,4,3,4,2,4,2,4,4,,,,,,,,,3,2,,1,,4,4,4,4,,,,4,4,4,4,,,,3,3,2,2,2,2,2,,,,,4,5,5,5,5,3,2,1,1,1,1,2,2,1,2,3,2,1,5,,3,1,4,8,2,2,2,2,4,2,,1,1,1,1,1,1,1,1,4,4,1,,5,1,1,1,7,2,2,2,2,1.044433767803277
201501677626,03-Jul-2024  08:15:32,06-Jul-2024 13:57:06,1,1,9,1,2,1,2,2,1,,2,99,3,,,,2,2,1,4,,,2,1,2,3,3,3,3,3,3,4,4,4,4,3,3,3,2,2,3,3,3,2,2,3,3,,,,,,,,,,,1,4,4,4,4,3,1,3,3,,,,,,,,,2,1,,2,4,4,4,2,4,,,,3,3,4,3,,,,4,1,1,2,4,4,4,,,,,6,3,3,3,3,4,4,4,2,2,2,1,2,2,2,1,1,1,4,4,3,1,2,3,2,3,2,2,3,2,,1,1,1,1,2,1,2,1,5,3,1,,3,1,2,1,2,3,2,2,1,0.7927130626666214
201501677679,02-Jul-2024 20:15:03,03-Jul-2024  05:58:13,1,1,9,1,2,1,2,2,1,,1,1,1,,1,,,1,,1,,,1,2,2,3,1,2,2,4,3,3,2,2,4,1,1,3,1,1,1,4,4,4,4,4,4,,,,,,,,,,,2,4,4,3,5,4,2,4,5,,,,,,,,,3,1,,2,1,4,4,4,4,,,,1,1,1,1,,,,3,1,3,2,3,4,3,,,,,5,5,5,3,3,3,2,3,2,2,2,1,1,2,2,1,1,4,2,3,1,1,1,1,2,3,1,1,5,2,,1,1,1,1,1,2,2,2,6,1,,1,,1,1,1,9,1,2,2,2,0.9007351782234214
201501677751,02-Jul-2024 18:40:37,02-Jul-2024 19:02:56,3,1,9,1,2,2,1,1,2,,3,4,,1,,,,,,3,,,2,2,2,3,2,2,2,3,2,3,2,2,3,2,2,2,1,1,2,3,3,3,3,4,3,,,,,,,,,,,1,2,2,3,3,3,2,3,3,,,,,,,,,3,1,,2,2,3,3,3,3,,,,2,3,2,2,,,,4,1,3,2,4,4,4,,,,,6,5,2,3,4,4,4,4,2,2,2,2,2,2,2,,,,1,,,1,3,7,2,2,2,1,5,2,,1,2,2,1,6,12,,3,6,3,1,,4,1,2,2,1,3,1,2,1,0.5898287984234692
201501677921,02-Jul-2024 20:52:08,02-Jul-2024 20:57:40,1,1,9,1,2,2,1,2,2,,3,4,4,1,,,,,,2,,,2,2,1,2,2,3,2,3,2,2,2,2,3,99,2,2,2,2,2,3,3,3,3,2,2,,,,,,,,,,,1,2,2,2,2,5,2,2,2,,,,,,,,,3,1,,2,2,99,3,3,2,,,,2,2,2,2,,,,4,3,4,1,1,5,2,,,,,3,3,3,3,3,4,3,3,2,2,2,2,1,2,2,4,4,3,6,,1,1,3,5,2,2,1,1,5,2,,4,3,5,4,6,7,,4,4,3,1,,3,1,2,1,8,3,1,2,3,0.8335724115668581
201501677982,05-Jul-2024  09:57:03,05-Jul-2024 10:06:04,3,1,9,1,2,2,2,1,1,,1,1,2,,,1,,1,,3,,,2,1,1,2,3,4,3,2,1,3,3,4,2,4,4,4,4,4,4,2,2,2,2,2,1,,,,,,,,,,,1,5,5,2,2,5,1,2,2,,,,,,,,,2,1,,2,4,2,2,1,2,,,,4,3,4,4,,,,3,3,1,1,1,2,2,,,,,3,3,2,5,4,4,1,4,2,2,2,1,1,2,2,1,3,1,4,,2,1,4,9,2,2,1,1,5,2,,1,1,1,1,3,9,,3,6,2,,1,,2,4,1,4,5,1,2,2,0.6412761060592991
201501678191,03-Jul-2024 17:04:19,03-Jul-2024 17:30:19,3,1,9,2,2,1,1,1,1,1,,1,2,,,1,,1,,,3,2,1,2,1,1,3,3,3,2,1,3,3,4,3,,,,,,,,,,,,,4,4,1,1,99,1,1,2,3,3,1,,,,,,,,,2,3,2,1,3,3,2,2,3,,1,2,4,,,,,1,2,1,,,,,3,3,3,1,3,2,1,,,,3,3,2,1,3,3,3,4,3,1,3,1,2,2,2,2,1,2,2,1,2,2,1,7,2,1,4,8,2,4,1,1,6,2,,1,1,1,1,1,1,2,1,5,3,2,,3,2,3,1,9,3,2,2,3,0.535661485985252
